City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Lonavala,Bhushi Dam,3.983682983682984,429,enjoyed pass knee deep water reach view dam sit steps water flows gently ready drench water dress appropriately better wear slippers dam water flowing steps giving natural water park look,waterfall,"['waterfall', 'palace', 'lake']","['dam', 'lonavala', 'water', 'place', 'monsoon']","['foggy', 'mustvisit', 'fun', 'safe', 'pleasant']","['overhyped', 'expensive', 'crowded', 'worst', 'humid']","Recommended because it matches waterfall, palace interests. Visitors often mention dam, lonavala, water. Top positives: foggy, mustvisit, fun. Possible issues: overhyped, expensive."
Lonavala,Celebrity Wax Museum,4.176308539944904,726,wax museum good place spend time good age groups look famous personalities best art pieces mr sunil art work famous celebrities including mr prime minister narendra modi albert einstein prabhu,palace,"['palace', 'festival', 'food']","['wax', 'statues', 'museum', 'lonavala', 'good']","['fun', 'pleasant', 'great', 'amazing', 'spectacular']","['expensive', 'crowded', 'worst', 'rush', 'bad']","Recommended because it matches palace, festival interests. Visitors often mention wax, statues, museum. Top positives: fun, pleasant, great. Possible issues: expensive, crowded."
Lonavala,Della Adventure Park,4.704985337243402,3410,amazing stop trying n n weekday best come crowd n u feel ur adrelane rush enjoyed lot specially net cricket flying fox rocket ejector swip swing land zorbing great staff,food,"['food', 'weekend_trip', 'luxury']","['della', 'adventure', 'team', 'regards', 'activities']","['fun', 'safe', 'pleasant', 'great', 'cozy']","['expensive', 'crowded', 'worst', 'humid', 'rush']","Recommended because it matches food, weekend_trip interests. Visitors often mention della, adventure, team. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Lonavala,Dinosaurs Park,4.461538461538462,26,dinosaurs park surprise package dinosaurs roaring working models appropriately located jungle background detailed description place upgraded approach road good condition small stretch easily negotiable located place jungle milestones placed like,family_friendly,"['family_friendly', 'forest', 'food']","['park', 'kids', 'place', 'good', 'road']","['fun', 'maintained', 'friendly', 'excellent', 'great']","['expensive', 'hectic', 'bad', 'hot', 'waste']","Recommended because it matches family_friendly, forest interests. Visitors often mention park, kids, place. Top positives: fun, maintained, friendly. Possible issues: expensive, hectic."
Lonavala,Ekvira Devi Temple,4.05,140,temple managed meat shops people drunk dancing nearby steps place clean devi ekvira shrine old history area maintenance asi situated height climb stairs reach temple way lonavala come holy temple,palace,"['palace', 'spiritual', 'food']","['temple', 'caves', 'lonavala', 'climb', 'steps']","['fun', 'pleasant', 'great', 'cultural', 'amazing']","['chaotic', 'risky', 'crowded', 'poor', 'rush']","Recommended because it matches palace, spiritual interests. Visitors often mention temple, caves, lonavala. Top positives: fun, pleasant, great. Possible issues: chaotic, risky."
Lonavala,Karla Caves,3.957166392092257,607,way caves steep lined little shops worth caves terrific cave like hallway kings form long long time ago lines ajanta far crude guide written material attraction dirty look quite good,food,"['food', 'spiritual', 'palace']","['caves', 'lonavala', 'cave', 'climb', 'steps']","['fun', 'safe', 'great', 'amazing', 'peace']","['crowded', 'rush', 'annoying', 'broken', 'bad']","Recommended because it matches food, spiritual interests. Visitors often mention caves, lonavala, cave. Top positives: fun, safe, great. Possible issues: crowded, rush."
Lonavala,Korigad Fort,4.358974358974359,78,best place routes near stairs bus route second route walk km reach stairs totally stairs lots monkeys careful went june early morning raining heavily steps converted dreams water flowing hardly,road_trip,"['road_trip', 'palace', 'trekking']","['fort', 'trek', 'lonavala', 'valley', 'monsoon']","['foggy', 'fun', 'safe', 'pleasant', 'great']","['hectic', 'risky', 'problem', 'crowded', 'broken']","Recommended because it matches road_trip, palace interests. Visitors often mention fort, trek, lonavala. Top positives: foggy, fun, safe. Possible issues: hectic, risky."
Lonavala,Lion's Point,4.3405526512322625,1339,ola uber lonavala better car cab location need trekking amazing view food expensive proper rates ask eat paid maggi km lonavala station stunning place lonavala foggy beautiful rainy season food,food,"['food', 'road_trip', 'luxury']","['lonavala', 'point', 'view', 'place', 'tiger']","['foggy', 'fun', 'safe', 'pleasant', 'great']","['expensive', 'crowded', 'worst', 'humid', 'rush']","Recommended because it matches food, road_trip interests. Visitors often mention lonavala, point, view. Top positives: foggy, fun, safe. Possible issues: expensive, crowded."
Lonavala,Lonavla Wax Museum,3.810810810810811,37,totally unexpected shocking experience thought great work indian imagined india type collection thanks monsoon rains forced august year spend half hour way lion point lonavala ordinary attraction right way small,palace,"['palace', 'local_experience', 'museum']","['wax', 'museum', 'statues', 'lonavala', 'place']","['maintained', 'wonderful', 'great', 'spectacular', 'awesome']","['rude', 'crowded', 'poor', 'bad', 'avoid']","Recommended because it matches palace, local_experience interests. Visitors often mention wax, museum, statues. Top positives: maintained, wonderful, great. Possible issues: rude, crowded."
Lonavala,Lucky's Celebrity Wax Museum,4.424242424242424,33,members visited place awesome time place things experience horror house mirror house miniature world movie wax museum remember combo offers person attractions available wax museum offer worth effects fixed shows,local_experience,"['local_experience', 'palace', 'festival']","['wax', 'museum', 'lonavala', 'place', 'mirror']","['clean', 'fun', 'maintained', 'excellent', 'great']",['expensive'],"Recommended because it matches local_experience, palace interests. Visitors often mention wax, museum, lonavala. Top positives: clean, fun, maintained. Possible issues: expensive."
Lonavala,Magic Mountain,5.0,2,looking entertainment activities rides water games best place adults kids thank complimentary offer wet n joy ticket went magic mountain rides amazing doubt surrounding icing cake adds thrill feel wow,lake,"['lake', 'festival', 'resort']","['rides', 'wet', 'thrill', 'magic', 'joy']","['best', 'amazing']",[],"Recommended because it matches lake, festival interests. Visitors often mention rides, wet, thrill. Top positives: best, amazing."
Lonavala,Miniature World Museum,4.045454545454546,22,small museum scenes village city airport apparently hand models bought shelf good year old kids attached theatre screen visited friends place lonavla unique offerings chikki great place history enthusiasts given,local_experience,"['local_experience', 'palace', 'food']","['miniature', 'airport', 'world', 'kids', 'train']","['great', 'grand', 'amazing']","['poor', 'unfriendly', 'overpriced', 'broken']","Recommended because it matches local_experience, palace interests. Visitors often mention miniature, airport, world. Top positives: great, grand, amazing. Possible issues: poor, unfriendly."
Lonavala,Morvi Dongar,4.125,8,beautiful place enjoy natural beauty lap mountains good time mansoon place attractive feel mingling mother nature view relaxing visit morvi dongar monsoon season nature photography lovers list trouble haze magnificent,forest,"['forest', 'peaceful', 'food']","['trekking', 'nature', 'place', 'fort', 'rubbish']","['beautiful', 'magnificent', 'relaxing']",['slow'],"Recommended because it matches forest, peaceful interests. Visitors often mention trekking, nature, place. Top positives: beautiful, magnificent, relaxing. Possible issues: slow."
Lonavala,Narayani Dham Temple,4.5588235294117645,238,located lonavala mumbai pune expressway coming mumbai expressway leaves expressway khandala lonavla exit takes left turn kailash parbat hotel old highway lonavla city coming pune exits visit place lonavala ghosala,temple,"['temple', 'food', 'spiritual']","['temple', 'lonavala', 'dham', 'rooms', 'place']","['fun', 'pleasant', 'great', 'amazing', 'peace']","['rude', 'problem', 'crowded', 'poor', 'rush']","Recommended because it matches temple, food interests. Visitors often mention temple, lonavala, dham. Top positives: fun, pleasant, great. Possible issues: rude, problem."
Lonavala,Perfect picnic,4.4,5,view till mindblowing landscapes single place heaven suggests really perfect point fun family friends need dark place good picnic surrounded trees shadow selves attracts kids lot good natural open space,garden,"['garden', 'romantic', 'sunset']","['picnic', 'kids', 'landscapes', 'canteen', 'friends']","['perfect', 'fun', 'family', 'heaven']",[],"Recommended because it matches garden, romantic interests. Visitors often mention picnic, kids, landscapes. Top positives: perfect, fun, family."
Lonavala,Rajmachi Wildlife Sanctuary,4.25,12,really hot visited sure good visit rainy season vegetation died lush green monsoons trek good option post place scenic hell lots greenery monsoons make place look beautiful animals trek rajmachi,forest,"['forest', 'road_trip', 'food']","['trek', 'place', 'rainy', 'della', 'season']","['lush', 'maintained', 'excellent', 'great', 'beautiful']","['rainy', 'difficult', 'hot']","Recommended because it matches forest, road_trip interests. Visitors often mention trek, place, rainy. Top positives: lush, maintained, excellent. Possible issues: rainy, difficult."
Lonavala,Ryewood Park,3.6129032258064515,31,visited family kid lot expectation going vain literally ask people ryewood park area park large tees lined entire park want relax rewind mind park maintained famous locals tourists click pictures,forest,"['forest', 'garden', 'local_experience']","['park', 'trees', 'garden', 'lonavala', 'maintained']","['maintained', 'wonderful', 'great', 'beautiful', 'family']","['waste', 'avoid']","Recommended because it matches forest, garden interests. Visitors often mention park, trees, garden. Top positives: maintained, wonderful, great. Possible issues: waste, avoid."
Lonavala,Sakur Plateau,4.875,8,place good day picnic friends family make sure carrying food place awesome greenery river water clean reflects image water worth visiting amazing site nature photography loves make sure visit place,food,"['food', 'road_trip', 'trekking']","['place', 'lonavala', 'sure', 'great', 'make']","['clean', 'fun', 'great', 'amazing', 'awesome']",[],"Recommended because it matches food, road_trip interests. Visitors often mention place, lonavala, sure. Top positives: clean, fun, great."
Lonavala,Saltar Dam,4.5,6,road trip lonavla came saltar dam stop bath fun gang bang small dam ahead tiger point good visit monsoon visited place month april little water storage looks like flowing streams,lake,"['lake', 'resort', 'trekking']","['dam', 'water', 'monsoon', 'season', 'place']","['fun', 'great', 'lovely', 'family', 'green']","['rainy', 'unsafe']","Recommended because it matches lake, resort interests. Visitors often mention dam, water, monsoon. Top positives: fun, great, lovely. Possible issues: rainy, unsafe."
Lonavala,Scorpions Sting,4.181818181818182,11,scorpion sting extended lohgad fort ascend peice land u need good gripping boots starts treck steps lohgad fort come lovely photography memorable place create memories easy reach located close lonavala,trekking,"['trekking', 'forest', 'road_trip']","['fort', 'lonavala', 'point', 'cliff', 'bottle']","['fun', 'memorable', 'amazing', 'greenery', 'lovely']","['risky', 'avoid']","Recommended because it matches trekking, forest interests. Visitors often mention fort, lonavala, point. Top positives: fun, memorable, amazing. Possible issues: risky, avoid."
Lonavala,Shingroba Temple,4.0,9,big place beautiful located main street visited time like temple visit temple ample time hands beautiful temple located small hilltop devotees throng place tuesdays pay respects blessings place gets isolated,temple,"['temple', 'pilgrimage', 'spiritual']","['temple', 'ghat', 'time', 'lonavala', 'place']","['great', 'beautiful', 'delicious', 'safe']","['traffic', 'difficult']","Recommended because it matches temple, pilgrimage interests. Visitors often mention temple, ghat, time. Top positives: great, beautiful, delicious. Possible issues: traffic, difficult."
Lonavala,Shirota Lake,4.666666666666667,3,way approaching trek fort small beautiful place photographs discovered place unknowingly regular road trip lonawala della adventure site route della adventure metaled entire route breath taking experience scenic beauty route,trekking,"['trekking', 'lake', 'food']","['della', 'route', 'camp', 'adventure', 'site']","['historic', 'beautiful', 'friendly', 'scenic']",[],"Recommended because it matches trekking, lake interests. Visitors often mention della, route, camp. Top positives: historic, beautiful, friendly."
Lonavala,Shreevardhan Fort,3.625,8,natural small trek covered short time time good place average place visit worth giving miss considering lonavala city big fort near areas gone fort skip shreevardhan fort situated rajmachi town,forest,"['forest', 'sunset', 'lake']","['fort', 'valley', 'ruins', 'trekking', 'trek']","['great', 'awesome', 'greenery']",[],"Recommended because it matches forest, sunset interests. Visitors often mention fort, valley, ruins. Top positives: great, awesome, greenery."
Lonavala,Shri Durga Parameshwari Temple,4.588235294117647,17,picnic temples list hotel told temple decided beautiful temple tucked away lonavala temple worth durga place nice really liked location temple located hill nice view peaceful place good peaceful old,spiritual,"['spiritual', 'temple', 'palace']","['temple', 'durga', 'lonavala', 'maa', 'goddess']","['foggy', 'clean', 'maintained', 'beautiful', 'peace']","['traffic', 'crowded']","Recommended because it matches spiritual, temple interests. Visitors often mention temple, durga, lonavala. Top positives: foggy, clean, maintained. Possible issues: traffic, crowded."
Lonavala,Shrivardhan Fort,4.416666666666667,12,super fond treks really liked trek quite hot trekking overall experience superb trek fort nice fort hot trekking heat unbearable forts constitute rajmachi fortification shrivardhan fort manaranjan fort apart huge,trekking,"['trekking', 'hill', 'lake']","['fort', 'lonavala', 'forts', 'trekking', 'trek']","['fun', 'historic', 'great', 'beautiful', 'amazing']","['heat', 'hot']","Recommended because it matches trekking, hill interests. Visitors often mention fort, lonavala, forts. Top positives: fun, historic, great. Possible issues: heat, hot."
Lonavala,St.Joseph's Church,4.5,2,historically important church great number persons visiting day church offers good facilities visitors situated outside railway station snap shot mass timings devotion timing contact number church office right face alter,church,"['church', 'spiritual', 'mosque']","['church', 'number', 'mass', 'historically', 'contact']",['great'],[],"Recommended because it matches church, spiritual interests. Visitors often mention church, number, mass. Top positives: great."
Lonavala,Sudhagadh Fort,3.8461538461538463,13,took sunday morning trek fort careful proper footwear complete trek sudhagad means sweet renamed marathas captured lies abt kms west pune kms south lonavla located pali region summit ft sea,trekking,"['trekking', 'food', 'palace']","['trek', 'fort', 'village', 'monsoon', 'carry']","['memorable', 'amazing', 'spectacular', 'greenery', 'scenic']","['rainy', 'difficult', 'hot']","Recommended because it matches trekking, food interests. Visitors often mention trek, fort, village. Top positives: memorable, amazing, spectacular. Possible issues: rainy, difficult."
Lonavala,Sunil's Celebrity Wax Museum,4.189922480620155,258,wax museum lonavla long ago museum located new location popular tourist attraction earlier museum located old mumbai pune highway museum housed wax sculptures later museum average timers enjoy visit time,palace,"['palace', 'food', 'shopping']","['wax', 'lonavala', 'statues', 'museum', 'good']","['fun', 'pleasant', 'great', 'amazing', 'peace']","['expensive', 'crowded', 'worst', 'rush', 'bad']","Recommended because it matches palace, food interests. Visitors often mention wax, lonavala, statues. Top positives: fun, pleasant, great. Possible issues: expensive, crowded."
Lonavala,Tiger’s Point,4.464285714285714,28,wonderful view middle clouds windy cloud sun rain visit lonavala friends tiger point view fantastic enjoyed tiger point beautiful scenic sublime monsoons add charm place place seasons beautiful time known,food,"['food', 'hill', 'forest']","['lonavala', 'tiger', 'point', 'view', 'place']","['foggy', 'fun', 'great', 'amazing', 'lovely']","['parking', 'hectic', 'hot', 'crowded']","Recommended because it matches food, hill interests. Visitors often mention lonavala, tiger, point. Top positives: foggy, fun, great. Possible issues: parking, hectic."
Lonavala,Tikona Fort,4.279569892473118,93,amazing excellent trek tikona fort start early morning make reach base tikona fort max minutes trekked th feb completed trek kids age ranging years started base trek long scary points,trekking,"['trekking', 'road_trip', 'hill']","['fort', 'trek', 'pune', 'climb', 'base']","['foggy', 'fun', 'pleasant', 'great', 'amazing']","['crowded', 'rush', 'bad', 'difficult', 'packed']","Recommended because it matches trekking, road_trip interests. Visitors often mention fort, trek, pune. Top positives: foggy, fun, pleasant. Possible issues: crowded, rush."
Lonavala,Tungarli Lake,4.379746835443038,79,family friends families teenagers place visit rains soooo beautiful carry chai vada pav n umbrella music sit oh beautiful tourist spots closed lonavala determined lonavala day picnic lonavala station hired,lake,"['lake', 'food', 'resort']","['lake', 'lonavala', 'dam', 'place', 'visit']","['foggy', 'safe', 'pleasant', 'great', 'amazing']","['ruined', 'crowded', 'broken', 'dirty', 'avoid']","Recommended because it matches lake, food interests. Visitors often mention lake, lonavala, dam. Top positives: foggy, safe, pleasant. Possible issues: ruined, crowded."
Lonavala,Valvan Lake,4.16,25,came recent trip lonavala great looking place surrounded great landmarks definitely recommend suggestion visit visiting lonavala tourist place valvan lake pune mumbai highway valvan village huge expanse water nice place,lake,"['lake', 'resort', 'wellness']","['lake', 'dam', 'lonavala', 'place', 'water']","['lush', 'clean', 'maintained', 'sunrise', 'great']",['rainy'],"Recommended because it matches lake, resort interests. Visitors often mention lake, dam, lonavala. Top positives: lush, clean, maintained. Possible issues: rainy."
Lonavala,Wet N Joy Water Park,4.666666666666667,201,amusement park amazing rides awesome water park way costly region difficult public transport love place nd visit rides really fun recommend day avoid irritation waiting queue water park avoid person,resort,"['resort', 'lake', 'food']","['rides', 'park', 'wet', 'joy', 'lonavala']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['expensive', 'crowded', 'worst', 'rush', 'bad']","Recommended because it matches resort, lake interests. Visitors often mention rides, park, wet. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Long Island,Blue Planet Scuba,5.0,1,trainer good knew friendly way ft awesome experience,island,"['island', 'trekking', 'resort']","['knew', 'ft', 'friendly', 'awesome', 'way']","['friendly', 'awesome']",[],"Recommended because it matches island, trekking interests. Visitors often mention knew, ft, friendly. Top positives: friendly, awesome."
Long Island,Lalaji Bay Beach,4.5,2,friend traveled lalaji bay beach november weather perfect view ways lalaji bay beach trail warn lot leeches beach remote people private boat hike jungle jungle supposed lot leeches problems snake,beach,"['beach', 'road_trip', 'island']","['beach', 'bay', 'jungle', 'snake', 'hike']","['perfect', 'beautiful']",[],"Recommended because it matches beach, road_trip interests. Visitors often mention beach, bay, jungle. Top positives: perfect, beautiful."
Loutolim,Big Foot Museum,3.933333333333333,105,loutolim wonderful village goa tranquil feel letting soak susegado quite literally lush paddy fields canopy big branched trees untouched portuguese heritage welcome ancestral wonder located kilometers away nice museum gives,local_experience,"['local_experience', 'heritage', 'ruins']","['goa', 'goan', 'museum', 'portuguese', 'culture']","['fun', 'great', 'cultural', 'amazing', 'peace']","['rude', 'expensive', 'ruined', 'crowded', 'rainy']","Recommended because it matches local_experience, heritage interests. Visitors often mention goa, goan, museum. Top positives: fun, great, cultural. Possible issues: rude, expensive."
Loutolim,Casa Araujo Alvares,3.880952380952381,42,favour choose activity colonial mansion visit add absolutely cultural knowledge place run dusty moldy artefacts display little interested history culture gives idea life house years audio guide inside museum great,local_experience,"['local_experience', 'homestay', 'heritage']","['goa', 'house', 'portuguese', 'goan', 'old']","['authentic', 'maintained', 'wonderful', 'holy', 'great']","['expensive', 'costly', 'dirty']","Recommended because it matches local_experience, homestay interests. Visitors often mention goa, house, portuguese. Top positives: authentic, maintained, wonderful. Possible issues: expensive, costly."
Loutolim,Keith's Boat Yard,4.894736842105263,19,place enjoy backwards goa nature feel wind hair experience distinctive flora fauna periphery banks wash amazing pleasant cruise waters goa perfect small family outing laid lazy afternoon friends safety standards,lake,"['lake', 'luxury', 'river']","['boat', 'goa', 'backwaters', 'cruise', 'river']","['safe', 'pleasant', 'great', 'amazing', 'lovely']",['costly'],"Recommended because it matches lake, luxury interests. Visitors often mention boat, goa, backwaters. Top positives: safe, pleasant, great. Possible issues: costly."
Lucknow,1857 Memorial Museum,3.347826086956522,23,little poetic licence narrative exhibits war independence stretching things somewhat given region india involved uprising example tragic history documented museum british residency museum small area inside museum map british residency,heritage,"['heritage', 'palace', 'museum']","['museum', 'war', 'lucknow', 'independence', 'artifacts']","['clean', 'great', 'maintained', 'excellent']",['poor'],"Recommended because it matches heritage, palace interests. Visitors often mention museum, war, lucknow. Top positives: clean, great, maintained. Possible issues: poor."
Lucknow,Aminabad,3.811387900355872,281,lot variety easily things onyour mind easy transport traffic jam time rush horrible lucknow place famous planning visit lucknow shopping lover visit place suggestion crowded place belongings visiting old city,food,"['food', 'shopping', 'street_food']","['lucknow', 'market', 'shopping', 'shops', 'place']","['fun', 'safe', 'great', 'cultural', 'amazing']","['expensive', 'crowded', 'rush', 'annoying', 'bad']","Recommended because it matches food, shopping interests. Visitors often mention lucknow, market, shopping. Top positives: fun, safe, great. Possible issues: expensive, crowded."
Lucknow,Amrapali Water Park,4.571428571428571,28,friends family really nice place away citi pollution greenery mango trees water park rides swings offer food restaurant extra payment worth yo hi pranav visited place month good experience friends,food,"['food', 'festival', 'street_food']","['water', 'park', 'lucknow', 'rides', 'fun']","['lush', 'fun', 'maintained', 'great', 'beautiful']","['expensive', 'heat', 'dirty', 'bad', 'hot']","Recommended because it matches food, festival interests. Visitors often mention water, park, lucknow. Top positives: lush, fun, maintained. Possible issues: expensive, heat."
Lucknow,Anandi Water Park,4.324324324324325,37,staff helpful iask towel rides update good plsce location atmosphere nice great place spend summer day outing water park excellent rides excellent relaxation family famous water park lucknow got visitors,resort,"['resort', 'food', 'river']","['water', 'park', 'lucknow', 'rides', 'wave']","['clean', 'fun', 'wonderful', 'excellent', 'great']","['expensive', 'crowded', 'heat', 'poor', 'bad']","Recommended because it matches resort, food interests. Visitors often mention water, park, lucknow. Top positives: clean, fun, wonderful. Possible issues: expensive, crowded."
Lucknow,Aurangzeb's Mosque,4.285714285714286,7,mosque place peace internal happiness baba listens prays historic place visit visit considering historic importance aurangzeb mosque quaint mosque lucknow belongs times aurangzeb mosque built orders aurangzeb wanted build place,mosque,"['mosque', 'palace', 'spiritual']","['mosque', 'lucknow', 'imambara', 'importance', 'historic']","['lush', 'maintained', 'historic', 'beautiful', 'cultural']",[],"Recommended because it matches mosque, palace interests. Visitors often mention mosque, lucknow, imambara. Top positives: lush, maintained, historic."
Lucknow,Bal Sangrahalaya,4.5,8,located prominent place lucknow place maintained crowded improved interested gain knowledge peaceful place right place choice requirement used good place kids till years need innovation box thinking maintain relevance fast,food,"['food', 'mosque', 'palace']","['place', 'used', 'kids', 'learn', 'maintain']","['fun', 'maintained', 'family', 'peaceful', 'best']",['crowded'],"Recommended because it matches food, mosque interests. Visitors often mention place, used, kids. Top positives: fun, maintained, family. Possible issues: crowded."
Lucknow,Bara Imambara,4.241773962804006,1398,monument built provide employment people time famine architectural marvel hire guide try way maze highly recommended interesting thing pillars halls huge huge said secret paths make sure hire guide enquisite,mosque,"['mosque', 'palace', 'gurdwara']","['lucknow', 'imambara', 'guide', 'place', 'visit']","['foggy', 'fun', 'safe', 'pleasant', 'great']","['overhyped', 'expensive', 'crowded', 'worst', 'neglected']","Recommended because it matches mosque, palace interests. Visitors often mention lucknow, imambara, guide. Top positives: foggy, fun, safe. Possible issues: overhyped, expensive."
Lucknow,Begum Hazrat Mahal Park,4.090909090909091,44,built memory begum hazrat begum fought british war independence average park land sea traffic green park nice beautiful types animals stachu inside park went park times family nice pleasant place,palace,"['palace', 'food', 'gurdwara']","['park', 'lucknow', 'mahal', 'place', 'good']","['clean', 'maintained', 'excellent', 'pleasant', 'great']","['crowded', 'heat', 'worst', 'traffic', 'waste']","Recommended because it matches palace, food interests. Visitors often mention park, lucknow, mahal. Top positives: clean, maintained, excellent. Possible issues: crowded, heat."
Lucknow,Bibiyapur Kothi,3.8181818181818183,11,rehabilitated finally dont know historical significance exudes charm great deal atmosphere getting problem military cannt bibiyapur kothi maintained condition building good government look bibiyapur kothi condition bad kothi needs strict,palace,"['palace', 'mosque', 'gurdwara']","['building', 'river', 'bank', 'properly', 'condition']","['maintained', 'excellent', 'great', 'grand', 'lovely']","['damaged', 'neglected', 'bad', 'problem']","Recommended because it matches palace, mosque interests. Visitors often mention building, river, bank. Top positives: maintained, excellent, great. Possible issues: damaged, neglected."
Lucknow,Botanical Gardens,4.2,10,fan medicinal plant right place chill informative things seen botanical gardens situated charbagh nice place visit family weekend health enthusiast try best place morning walks workouts lucknow best place lots,garden,"['garden', 'forest', 'wellness']","['botanical', 'morning', 'lucknow', 'gardens', 'place']","['fun', 'maintained', 'excellent', 'pleasant', 'great']",['costly'],"Recommended because it matches garden, forest interests. Visitors often mention botanical, morning, lucknow. Top positives: fun, maintained, excellent. Possible issues: costly."
Lucknow,British Residency,3.642857142857143,490,residency fine example british leadership splendor exploitative culture depicts excellence architectural engineering construction skills nawabs despite brutal legacy mutiny war indian independence people lucknow respectfully maintained old british residency marked,gurdwara,"['gurdwara', 'palace', 'mosque']","['lucknow', 'british', 'history', 'place', 'ruins']","['foggy', 'fun', 'safe', 'pleasant', 'great']","['expensive', 'crowded', 'worst', 'humid', 'rush']","Recommended because it matches gurdwara, palace interests. Visitors often mention lucknow, british, history. Top positives: foggy, fun, safe. Possible issues: expensive, crowded."
Lucknow,Budheshwar Mahadev Temple,4.333333333333333,3,beautiful temple dedicated mahadev visit place spiritual mental wellbeing times gone mahadev temple lot people come worship peaceful place visit temple located mohan road mtr budheshwer crossing easily main gate,temple,"['temple', 'spiritual', 'gurdwara']","['mahadev', 'temple', 'closes', 'crossing', 'opens']","['spiritual', 'beautiful', 'peaceful']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention mahadev, temple, closes. Top positives: spiritual, beautiful, peaceful."
Lucknow,Butler Palace,4.0,7,palace magnificent maintained inside outside unique need visit place residential colony government officers huge bungalows ias officers royal regal huge bungalows ias officers constructing apartments inside colony lots dust pollution,palace,"['palace', 'food', 'mosque']","['palace', 'residential', 'lucknow', 'govt', 'inside']","['magnificent', 'green', 'maintained', 'beautiful']",[],"Recommended because it matches palace, food interests. Visitors often mention palace, residential, lucknow. Top positives: magnificent, green, maintained."
Lucknow,Chakra Tirth Temple,3.851063829787234,47,chakra tirth located kms lucknow sitapur lucknow highway place revered holiest place wash sins customary dip teertham holy water bodies india place significance circular visited chakra tirth temple short duration,palace,"['palace', 'gurdwara', 'temple']","['lucknow', 'place', 'holy', 'temple', 'dip']","['fun', 'maintained', 'holy', 'great', 'peace']","['dirty', 'avoid', 'crowded']","Recommended because it matches palace, gurdwara interests. Visitors often mention lucknow, place, holy. Top positives: fun, maintained, holy. Possible issues: dirty, avoid."
Lucknow,Chandrashekhar Azad Park,4.0,2,cool environment evening good yoga walking exercise famous localites visited park dedicated indian freedom fighter chandrasekhar azad previously park known alfred park british rule india chandrasekhar azad killed british police,gurdwara,"['gurdwara', 'palace', 'forest']","['british', 'park', 'freedom', 'exercise', 'yoga']",['cool'],[],"Recommended because it matches gurdwara, palace interests. Visitors often mention british, park, freedom. Top positives: cool."
Lucknow,Chandrika Devi Temple,4.341463414634147,82,chandrika devi temple good place feel good temples parking insn good foolish people sacred water place dirty washing clothes using soap bathing right sacred pond nice peaceful city lord shiva,gurdwara,"['gurdwara', 'spiritual', 'pilgrimage']","['lucknow', 'temple', 'devi', 'place', 'goddess']","['safe', 'great', 'amazing', 'peace', 'lovely']","['crowded', 'rush', 'dirty', 'traffic', 'avoid']","Recommended because it matches gurdwara, spiritual interests. Visitors often mention lucknow, temple, devi. Top positives: safe, great, amazing. Possible issues: crowded, rush."
Lucknow,Chattar Manzil,4.1,10,skip place tourist place actually office central drug research institute india building old beautiful great example mughal era architecture chattar umbrella gleams majestically sunlight currently houses office drug research institute,mosque,"['mosque', 'palace', 'gurdwara']","['umbrella', 'research', 'institute', 'dome', 'place']","['great', 'beautiful', 'amazing', 'excellent']","['bad', 'hot']","Recommended because it matches mosque, palace interests. Visitors often mention umbrella, research, institute. Top positives: great, beautiful, amazing. Possible issues: bad, hot."
Lucknow,Chhota Imambara,4.120567375886525,282,visit chhot emambara good seeing intersting think days constraction work going building time visit place popular sights old city lucknow cycle rickshaws bada imambara nicely maintained historical site lane leading,mosque,"['mosque', 'food', 'palace']","['imambara', 'lucknow', 'place', 'visit', 'architecture']","['fun', 'pleasant', 'great', 'amazing', 'lovely']","['expensive', 'smelly', 'crowded', 'rush', 'bad']","Recommended because it matches mosque, food interests. Visitors often mention imambara, lucknow, place. Top positives: fun, pleasant, great. Possible issues: expensive, smelly."
Lucknow,Chowk,4.096096096096096,333,chowk popular market central lucknow located km bara imambara oldest markets city comprises inter connected narrow streets small shops selling chikan garments ittar ornaments market maintains old charm chowk center,food,"['food', 'street_food', 'shopping']","['lucknow', 'chowk', 'food', 'place', 'market']","['fun', 'great', 'cultural', 'amazing', 'lovely']","['chaotic', 'expensive', 'crowded', 'congested', 'poor']","Recommended because it matches food, street_food interests. Visitors often mention lucknow, chowk, food. Top positives: fun, great, cultural. Possible issues: chaotic, expensive."
Lucknow,Christ Church,4.5,8,christ church lucknow place worship sign british heritage region beautifully illuminated sunset favourite young old photographers oldest churches lucknow closed arrived caretaker opened especially historic liked monuments sadly needs maintenance,mosque,"['mosque', 'spiritual', 'church']","['church', 'lucknow', 'churches', 'british', 'calm']","['clean', 'maintained', 'historic', 'beautiful', 'peace']",[],"Recommended because it matches mosque, spiritual interests. Visitors often mention church, lucknow, churches. Top positives: clean, maintained, historic."
